THREAT_ID,NAME,DESCRIPTION,CVE_ID,BUGTRAQ_ID,VENDOR_ID,CATEGORY,SEVERITY,REFERENCE
34003,"Adobe Shockwave Player Memory Corruption vulnerability","Adobe Shockwave Player is vulnerable to remote memory corruption while parsing certain malformed .dir media files. The vulnerability is due to the lack of proper checks in the .dir media file. A successful attack could lead to remote code execution with the privileges of the current user.",CVE-2010-2872,,APSB10-20,code-execution,high,http://www.adobe.com/support/security/bulletins/apsb10-20.html
34182,"Microsoft Internet Explorer Time Element Memory Corruption Vulnerability","Microsoft Internet Explorer is vulnerable to memory corruption while parsing malformed HTML. The vulnerability is due to the lack of proper checks on the HTML file. A successful attack could lead to remote code execution with the privileges of the current user.",CVE-2011-1256,,MS11-050,overflow,critical,http://www.microsoft.com/technet/security/Bulletin/MS11-050.mspx
33743,"Microsoft Windows Movie Maker Memory Corruption Vulnerability","Microsoft Movie Maker is prone to a memory corruption vulnerability while parsing certain crafted MSWMM files.The vulnerability is due to the lack of proper checks on user input data in the MSWMM file, leading to an exploitable memory corruption vulnerability.An attacker could exploit the vulnerability by sending a crafted MSWMM file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2564;,,MS10-050;,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS10-050.mspx;
33819,"Microsoft Internet Explorer Uninitialized Memory Corruption Vulnerability","Microsoft Publisher is prone to a uninitialized memory corruption vulnerability while parsing certain crafted HTML file.The vulnerability is due to the lack of proper checks in the html page, leading to a memory corruption vulnerability. An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to code execution with the privileges of the current logged-in user.",CVE-2011-0035;,,MS11-003;,code-execution,critical,http://www.microsoft.com/technet/security/bulletin/ms11-003.mspx;
33230,"Ultra Office ActiveX Control Buffer Overflow Vulnerability","Ultra Office is prone to a buffer overflow vulnerability while parsing certain crafted ActiveX control requests. The vulnerability is due to the lack of proper checks on &quot;HttpUpload&quot; method/property in the Ultra Office ActiveX  ActiveX control request, leading to a buffer overflow.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-3878;,30861;,,overflow,high,http://secunia.com/advisories/31632;
33533,"HP OpenView NNM ovet_demandpoll.exe Format String Vulnerability","HP OpenView Network Node Manager is prone to a code execution vulnerability while parsing certain crafted HTTP requests. The vulnerability is present in ovet_demandpoll.exe process which could be invoked through the webappmon.exe CGI application on the webserver. An attacker could exploit the vulnerability by sending a crafted HTTP request with format string specifier in the sel parameter. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2010-1550;,40065;,,code-execution,high,
33100,"Microsoft ASN.1 Library Heap Overflow Vulnerability","Multiple integer overflows in Microsoft ASN.1 library (MSASN1.DLL), asused in LSASS.EXE, CRYPT32.DLL, and other Microsoft executables andlibraries on Windows NT 4.0, 2000, and XP, allow remote attackers toexecute arbitrary code via ASN.1 BER encodings with (1) very largelength fields that cause arbitrary heap data to be overwritten, or (2)modified bit strings.",CVE-2003-0818;,9635;9633;,MS04-007;,overflow,critical,http://research.eeye.com/html/advisories/published/AD20040210.html;http://research.eeye.com/html/advisories/published/AD20040210-2.html;
33234,"Adobe Flash Player DefineMorphShape Parsing Memory Corruption Vulnerability","Adobe Flash Player is prone to a memory corruption vulnerability while parsing certain crafted .swf files.The vulnerability is due to the lack of proper checks in the .swf file, leading to an exploitable code execution.An attacker could exploit the vulnerability by sending a crafted .swf file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2181;,,,dos,medium,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-2181;
33853,"Microsoft Windows Media Player DVR-MS Remote Code Execution Vulnerability","A remote code execution vulnerability exists in the way that Windows Media Player and Windows Media Center handle .dvr-ms files. This vulnerability could allow an attacker to execute arbitrary code if the attacker convinces a user to open a specially crafted .dvr-ms file. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.",CVE-2011-0042,,MS11-015,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS11-015.mspx
33150,"Apple QuickTime FlashPix Movie File Integer Overflow Vulnerability","Apple QuickTime is prone to an overflow vulnerability while parsing certain crafted .FPX files.The vulnerability is due to the lack of proper checks in the .FPX file, leading to an exploitable overflow. An attacker could exploit the vulnerability by sending a crafted .FPX file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-0519;,39020;,,overflow,high,http://secunia.com/advisories/39133/;
33598,"Mozilla Products Graphics and XML Features Integer Overflow Vulnerability","Mozilla Product is prone to a buffer overflow vulnerability while parsing certain crafted SVG and XML elements. The vulnerability is due to the lack of proper checks on user input field in the SVG and XML elements, leading to an exploitable buffer overflow. An attacker could exploit the vulnerability by sending a crafted SVG or XML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2006-0297;,16476;,,code-execution,high,http://secunia.com/advisories/18700;
33041,"Acrobat Reader Tiff File Parsing Remote Code Execution Vulnerability","Adobe Acrobat and Reader is prone to a remote code execution vulnerability while parsing certain crafted PDF files.The vulnerability is due to the lack of proper checks on user input field in the PDF file, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted PDF file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-0188;,38195;,,code-execution,high,http://www.adobe.com/support/security/bulletins/apsb10-07.html;
33575,"PHP Webshell Access","This signature indicates a remote webshell access happened.",,,,code-execution,high,
33947,"Winamp in_midi MUS File Timestamp Parsing Buffer Overflow Vulnerability","Winamp before 5.6 is prone to a buffer overflow vulnerability while parsing certain crafted MUS (MusicTime) file. The vulnerability is present in the in_midi plugin and is due to the improper handling of certain integer values. This leads to an exploitable integer wrapping flaw which leads to a heap overflow. An attacker could exploit the vulnerability by sending a crafted MUS file. A successful attack could lead to remote code execution with the privileges of the user running winamp.",CVE-2010-4370;,,,overflow,high,http://www.securityfocus.com/archive/1/archive/1/515388/100/0/threaded;http://secunia.com/advisories/42004;
33174,"Google Chrome File Type Security Bypass Vulnerability","Google Chrome before 3.0.195.32 is prone to a security check bypass vulnerability while handling download of certain dangerous files. The vulnerability is due to the lack of proper checks while downloading dangerous files as the browser does not display a warning message to the user. An attacker could exploit the vulnerability by sending a crafted HTTP response that could download and execute files such as mht, svg xml, xsl etc files. A successful exploit could allow execution of javascript on the vulnerable client and thus allow retrieval of sensitive user information.",CVE-2009-3931;,36947;,,info-leak,medium,http://secunia.com/advisories/37273/;
34255,"AOL ActiveX AppContext Buffer Overflow Vulnerability","AOL ActiveX is prone to a buffer overflow vulnerability while parsing certain crafted HTML file. The vulnerability is due to the lack of proper checks on some field in the HTML file, leading to an exploitable condition. An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",,27026,,overflow,high,
32988,"SSReader Pdg2 ActiveX Control Buffer Overflow Vulnerability","SSReader 4.0 and earlier is prone to a buffer overflow vulnerability while parsing certain crafted HTML pages. The vulnerability is present in the pd2.dll ActiveX control and is due to the lack of proper checks on parameters passed to the Register method. An attacker could exploit the vulnerability by hosting a crafted webpage and enticing the victim to visit the page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2007-5892;,,,overflow,high,http://secunia.com/advisories/27561;http://osvdb.org/38436;
33604,"Mozilla Firefox iframe.contentWindow.focus Deleted Object Reference Vulnerability","A remotely exploitable code execution vulnerability has been reported in the Mozilla Firefox product. The vulnerability is created as a result of a flaw in the implementation of the JavaScript focus method. Exploitation of this vulnerability may allow a malicious user to inject and execute arbitrary code on a target host within the security context of the current user.",CVE-2006-1993;,17671;,,code-execution,high,http://secunia.com/advisories/19802/;
33396,"Adobe Shockwave Player DIRAPI.dll Memory Corruption vulnerability","Adobe Shockwave Player is prone to a remote memory corruption vulnerability while parsing certain crafted .dir media file. The vulnerability is due to the lack of proper checks in the .dir media file, leading to an exploitable remote memory corruption. An attacker could exploit the vulnerability by sending a crafted .dir media file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2880;,,APSB10-20;,code-execution,high,http://www.adobe.com/support/security/bulletins/apsb10-20.html;
33774,"Microsoft IIS WebDAV Authentication Bypass","Microsoft IIS WebDAV is prone to a Authentication Bypass vulnerability while parsing certain crafted uri requests.The vulnerability is due to the lack of proper checks on uri in the HTTP request, leading to an Authentication Bypass.An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to Authentication Bypass.",CVE-2009-1676;,,MS09-020;,info-leak,high,http://www.microsoft.com/technet/security/bulletin/ms09-020.mspx;
33288,"Adobe Reader JavaScript getAnnots Method Memory Corruption Vulnerability","A memory corruption vulnerability exists in Adobe Reader and Acrobat. The vulnerability is due to insufficient input validation in the implementation of the getAnnots JavaScript method. A remote attacker can exploit this vulnerability by enticing the target user to open a malicious PDF file.",CVE-2009-1492;,34736;,,overflow,high,http://secunia.com/advisories/34924;http://blogs.adobe.com/psirt/2009/04/potential_adobe_reader_issue.html;http://packetstorm.linuxsecurity.com/0904-exploits/getannots.txt;
33544,"Apple Safari KWQListIteratorImpl HTML Tag Handling Denial Of Service Vulnerability","Apple Safari is prone to a denial of service vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks on KWQListIteratorImpl in the HTTP response, leading to an exploitable denial of service. An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to denial of service with the privileges of the current logged-in user.",CVE-2006-1986;,17634;,,dos,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2006-1986;
33640,"Mozilla Firefox browser engine multiple unspecified vulnerabilities","Mozilla Firefox browser is prone to a memory corruption vulnerability while parsing certain crafted HTTP requests. This vulnerability exists due to insufficient input validation in the HTML data. An attacker could exploit the vulnerability by sending a crafted request to the server. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2007-3734;,,,code-execution,medium,http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-3734;
33993,"Oracle Java XGetSamplePtrFromSnd Memory Corruption Vulnerability","Oracle Java is vulnerable to remote code execution while parsing malicious Java applets. The vulnerability is due to the lack of proper checks within the Java applets. A successful attack could lead to remote code execution with the privileges of the current user.",CVE-2010-4462,46394,,code-execution,high,http://telussecuritylabs.com/threats/show/TSL20110311-02;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-4462
33470,"Sun Java Web Start JNLP Stack Buffer Overflow Vulnerability","Sun Java Web Start JNLP is prone to an overflow vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable overflow. An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2007-3655;,24832;,,code-execution,high,http://research.eeye.com/html/advisories/published/AD20070705.html;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2007-3655;http://secunia.com/advisories/25981;http://www.securityfocus.com/bid/24832;
34089,"Realplayer vidplin.dll AVI Header Parsing Code Execution Vulnerability","Realplayer is prone to a heap overflow vulnerability while parsing certain crafted AVI files. The vulnerability is due to the lack of proper checks on user input data in the AVI file, leading to an exploitable overflow. An attacker could exploit the vulnerability by sending a crafted AVI file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-4393,46047,,overflow,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-4393
33403,"Adobe Shockwave Director rcsL Chunk Pointer Offset Remote Code Execution Vulnerability","Adobe Shockwave Player is prone to a remote memory corruption vulnerability while parsing certain crafted .dir media file. The vulnerability is due to the lack of proper checks in the .dir media file, leading to an exploitable remote memory corruption. An attacker could exploit the vulnerability by sending a crafted .dir media file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2867;,,APSB10-20;,code-execution,high,http://www.adobe.com/support/security/bulletins/apsb10-20.html;
33699,"Microsoft Internet Explorer HTML Element Memory Corruption Vulnerability","Microsoft Internet Explorer is prone to a memory corruption vulnerability while parsing certain crafted HTML files. The vulnerability is due to the lack of proper checks on user input data in the HTML file, leading to an exploitable remote code execution. An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user",CVE-2010-3346;,,MS10-090;,code-execution,critical,http://www.microsoft.com/technet/security/bulletin/ms10-090.mspx;
33347,"Microsoft Office Access ActiveX Controls Remote Code Execution Vulnerability","Microsoft Office Access is prone to a remote code execution vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-0814;,,MS10-044;,overflow,critical,http://www.microsoft.com/technet/security/Bulletin/MS10-044.mspx;
33232,"Adobe Flash Player Memory Corruption Vulnerability","Adobe Flash Player is prone to a memory corruption vulnerability while parsing certain crafted .swf files.The vulnerability is due to the lack of proper checks in the .swf file, leading to an exploitable code execution.An attacker could exploit the vulnerability by sending a crafted .swf file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2175;CVE-2010-2176;CVE-2010-2177;CVE-2010-2178;,,,code-execution,critical,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-2175;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-2176;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-2177;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-2178;
33477,"Adobe PDF Reader Memory Corruption Vulnerability","Adobe PDF Reader is prone to a memory corruption vulnerability while parsing certain crafted .pdf file. The vulnerability is due to the lack of proper checks in the PDF file, leading to an code execution condition.  An attacker could exploit the vulnerability by sending a crafted PDF file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-3620;,,APSB10-21;,code-execution,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-3620;
33094,"Microsoft Windows Zipped File Decompression Buffer Overflow Vulnerability","A vulnerability exists in the Microsoft Windows compressed folder handling method. A specially crafted compressed folder, containing a file with an overly long file name could trigger a buffer overflow. This flaw could allow an attacker to inject and execute malicious code on a target machine.",CVE-2004-0575;,11382;,MS04-034;,overflow,high,http://secunia.com/advisories/12805/;
32317,"Adobe Reader JavaScript getAnnots Method Memory Corruption Vulnerability","A memory corruption vulnerability exists in Adobe Reader and Acrobat. The vulnerability is due to insufficient input validation in the implementation of the getAnnots JavaScript method. A remote attacker can exploit this vulnerability by enticing the target user to open a malicious PDF file.",CVE-2009-1492;,34736;,,code-execution,critical,http://secunia.com/advisories/34924;http://blogs.adobe.com/psirt/2009/04/potential_adobe_reader_issue.html;http://packetstorm.linuxsecurity.com/0904-exploits/getannots.txt;http://www.adobe.com/support/security/bulletins/apsb09-06.html;
33950,"Microsoft PowerPoint Presentation Memory Corruption RCE Vulnerability","Microsoft PowerPoint is vulnerable to remote code execution while parsing certain malformed PPT files. The vulnerability is due to the lack of proper checks on TextHeaderAtom within an OfficeArtClientTextbox container in the PPT file. A successful attack could lead to remote code execution with the privileges of the current user.",CVE-2011-1269,,MS11-036,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS11-036.mspx
33008,"Java Runtime Environment component Remote Code Execution Vulnerability","Java Runtime Environment is prone to a remote code execution vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-1423;,,,code-execution,critical,
33463,"Mozilla Firefox Resource Protocol Local File Read Vulnerability","Firefox is prone to an arbitrary file reading vulnerability while parsing certain crafted HTTP response.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable arbitrary file reading. An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to arbitrary file reading with the privileges of the current logged-in user.",CVE-2007-3073;,,,info-leak,medium,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2007-3073;
33683,"Microsoft Publisher Memory Corruption Vulnerability","Microsoft Publisher is prone to a memory corruption vulnerability while parsing certain crafted pub file. The vulnerability is due to the lack of proper checks in the pub file, leading to a memory corruption. An attacker could exploit the vulnerability by sending a crafted pub file. A successful attack could lead to a leakage of sensitive information with the privileges of the current logged-in user.",CVE-2010-3954,,MS10-103,code-execution,high,http://www.microsoft.com/technet/security/bulletin/ms10-103.mspx
33231,"Microsoft Windows Help Centre Malformed Escape Sequences Vulnerability","Microsoft Windows Help Center is prone to a remote code execution vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable remote code execution .An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-1885;,40725;40721;,MS10-042;,code-execution,critical,http://seclists.org/fulldisclosure/2010/Jun/205;http://www.microsoft.com/technet/security/Bulletin/MS10-042.mspx;
33220,"Microsoft Internet Explorer Uninitialized Memory Corruption Vulnerability","Internet Explorer is prone to a memory corruption vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP responses, leading to an information disclosure.An attacker could exploit the vulnerability by sending a crafted HTTP responses. A successful attack could lead to code execution in the current logged-in user.",CVE-2010-1259;CVE-2010-1262;,,MS10-035;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS10-035.mspx;
33085,"HP OpenView Network Node Manager Snmp.exe CGI Buffer Overflow","HP OpenView Network Node Manager (OV NNM) 7.01, 7.51, and 7.53 is prone to a buffer overflow vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper checks on oid parameter value passed to the snmp.exe CGI script. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2009-3849;,37261;37299;,,overflow,high,http://www.securityfocus.com/archive/1/archive/1/508349/100/0/threaded;http://osvdb.org/60933;
34009,"Adobe ColdFusion FCKeditor Arbitrary File Upload Vulnerability","Adobe Coldfusion FCKeditor before 2.6.4.1 is prone to a file upload vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper sanitization on CurrentFolder parameter value passed in a HTTP request. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could allow arbitrary files to be uploaded and executed with the privileges of the server.",CVE-2009-2265;,,,code-execution,medium,http://www.ocert.org/advisories/ocert-2009-007.html;http://secunia.com/advisories/35833;
33345,"Mozilla Firefox Javascript HTML Escaped Low Surrogate Characters","Firefox is prone to an XSS protection bypass vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable XSS protection bypass. An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-4066;,,,code-execution,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2008-4066;
33693,"Microsoft Windows OpenType Font Double Free Code Execution Vulnerability","A remote code execution vulnerability exists in the way that the OpenType Font (OTF) driver improperly parses specially crafted OpenType fonts. A successful exploit would allow arbitrary code to be ran in kernel mode. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.",CVE-2010-3957;,,MS10-091;,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS10-091.mspx;
33944,"VLC Media Player AMV File Parsing Memory Corruption Vulnerability","VideoLAN VLC Media Player before 1.1.8 is prone to a memory corruption vulnerability while parsing certain crafted AMV files. The vulnerability is present in libdirectx_plugin.dll and is due to the lack of proper checks on width field, causing memory corruption. An attacker could exploit the vulnerability by sending a crafted AMV file. A successful attack could lead to remote code execution with the privileges of the VLC player.",CVE-2010-3275;,47012;,,code-execution,high,http://www.securityfocus.com/archive/1/archive/1/517150/100/0/threaded;http://secunia.com/advisories/43826;
33552,"HP OpenView Network Node Manager ovutil.dll Buffer Overflow Vulnerability","HP OpenView Network Node Manager is prone to a buffer overflow vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper checks in the HTTP request, leading to an exploitable buffer overflow. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2010-1961;,40638;,,overflow,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-1961;
33489,"Microsoft Excel MergeCells record Memory Corruption Vulnerability","Microsoft Excel is prone to a memory corruption vulnerability while parsing certain crafted EXCEL files. The vulnerability is due to the lack of proper checks on MergeCells record in the EXCEL file, leading to an exploitable memory corruption vulnerability. An attacker could exploit the vulnerability by sending a crafted EXCEL file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-3237;,,MS10-080;,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS10-080.mspx;
34234,"Cisco Network Registrar Default Credentials Authentication Bypass Vulnerability","Cisco Network Registrar is prone to a default credentials authentication bypass vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper checks in the HTTP request, leading to an exploitable default credentials authentication bypass. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2011-2024,,,code-execution,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2011-2024
32938,"DAZ Studio Scripting Support Remote Command Execution","DAZ Studio is prone to a arbitrary command execution vulnerability due to insecure handling of script code in a DS file. The vulnerability is due to the lack of proper security checks on javascript code embedded in a ds file, allowing arbitrary script code to be executed. An attacker could exploit the vulnerability by sending a crafted ds file. A successful attack could lead to remote code execution with the privileges of the user running the software.",CVE-2009-4148;,37176;,,code-execution,medium,http://www.securityfocus.com/archive/1/archive/1/508192/100/0/threaded;
33688,"Microsoft Publisher Size Value Heap Corruption Vulnerability","Microsoft Publisher is prone to a memory heap corruption vulnerability while parsing certain crafted pub file. The vulnerability is due to the lack of proper checks in the pub file, leading to a heap corruption. An attacker could exploit the vulnerability by sending a crafted pub file. A successful attack could lead to a leakage of sensitive information with the privileges of the current logged-in user.",CVE-2010-2569;,,MS10-103;,code-execution,high,http://www.microsoft.com/technet/security/bulletin/ms10-103.mspx;
33412,"Microsoft Office Word RTF Object Parsing Vulnerability","Microsoft Office Word is prone to a memory corruption vulnerability while parsing certain crafted RTF files.The vulnerability is due to the lack of proper checks on user input field in the RTF file, leading to an memory corruption.An attacker could exploit the vulnerability by sending a crafted rtf file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-4027;,,MS08-072;,code-execution,critical,http://www.microsoft.com/technet/security/bulletin/ms08-072.mspx;
33114,"SAP GUI SAPBExCommonResources ActiveX Command Execution Vulnerability","SAP GUI SAPBExCommonResources is prone to a command execution vulnerability while parsing certain crafted ActiveX control requests.The vulnerability is due to the lack of proper checks on Execute method in the ActiveX control request.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to code execution on the current logged-in user.",,,,overflow,high,http://secunia.com/advisories//;
33397,"Adobe Shockwave Player IML32.dll Memory Corruption vulnerability","Adobe Shockwave Player is prone to a remote memory corruption vulnerability while parsing certain crafted .dir media file. The vulnerability is due to the lack of proper checks in the .dir media file, leading to an exploitable remote memory corruption. An attacker could exploit the vulnerability by sending a crafted .dir media file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2881;,,APSB10-20;,code-execution,high,http://www.adobe.com/support/security/bulletins/apsb10-20.html;
33108,"Adobe Reader Crafted PDF File Heap Corruption","There exists a memory corruption vulnerability in Adobe Acrobat products. The flaw is due to improper data validation when parsing crafted PDF documents. By persuading the target user to open a malicious PDF document, an attacker may inject and execute arbitrary code with privileges of the target user.            Note that Assurent has not been able to reproduce the vulnerability within the 24-hour research period.",CVE-2006-5857;,21981;,'APSB07-01';,overflow,high,http://secunia.com/advisories/23666;http://www.piotrbania.com/all/adv/adobe-acrobat-adv.txt;
33766,"Netscape Server WP Tag Directory Index Vulnerability","Netscape Server is prone to a Directory Index vulnerability while parsing certain crafted HTTP request. The vulnerability is due to the lack of proper checks on some field in the HTTP request, leading to an Directory Index. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to Directory Index on the target server.",CVE-2000-0236;,1063;,,info-leak,low,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2000-0236;
34066,"Novell iPrint Client ActiveX Control call-back-url Buffer Overflow Vulnerability","Novell iPrint Client before 5.44 is prone to a buffer overflow vulnerability while parsing certain crafted HTTP responses. The vulnerability is due to the lack of proper checks on long call-back-url parameter passed in an op-client-interface-version action. An attacker could exploit the vulnerability by hosting a crafted webpage and enticing the victim to visit the page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-1527,42576,,overflow,high,http://secunia.com/advisories/40805
33313,"Microsoft Office Access ActiveX Controls Remote Code Execution Vulnerability","Microsoft Office Access is prone to a remote code execution vulnerability while parsing certain crafted HTTP responses.The vulnerability is due to the lack of proper checks in the HTTP response, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-0814;,,MS10-044;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS10-044.mspx;
33692,"Microsoft Windows OpenType Font Index Remote Code Execution Vulnerability","A remote code execution vulnerability exists in the way that the OpenType Font (OTF) driver improperly parses specially crafted OpenType fonts. A successful exploit would allow arbitrary code to be ran in kernel mode. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.",CVE-2010-3956;,,MS10-091;,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS10-091.mspx;
33420,"Adobe Acrobat and Reader Font SING Table Remote Stack Overflow Vulnerability","Adobe Acrobat and Reader is prone to a stack buffer overflow vulnerability while parsing certain crafted PDF files.The vulnerability is due to the lack of proper checks on font SING table in the PDF file, leading to an exploitable stack overflow.An attacker could exploit the vulnerability by sending a crafted PDF file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2010-2883;,,APSA10-02;,overflow,critical,http://www.adobe.com/support/security/advisories/apsa10-02.html;https://www.vicheck.ca/md5query.php?hash=9c5cd8f4a5988acae6c2e2dce563446a;
33465,"Microsoft Windows Troubleshooter ActiveX Control Buffer Overflow Vulnerability","Microsoft Windows 2000 is prone to a buffer overflow vulnerability while parsing certain crafted ActiveX control requests.The vulnerability is due to the lack of proper checks on ""RunQuery2"" method in the Troubleshooter ActiveX Control ActiveX control request, leading to a buffer overflow.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2003-0662;,8833;,MS03-042;,overflow,high,
34177,"Libmodplug ReadS3M Buffer Overflow Vulnerability","Libmodplug ReadS3M is prone to a buffer overflow vulnerability while parsing certain crafted s3m file. The vulnerability is due to the lack of proper checks on some field in the s3m file, leading to an exploitable overflow. An attacker could exploit the vulnerability by sending a crafted s3m file. A successful attack could lead to remote code execution with the privileges of thecurrent logged-in user.",CVE-2011-1574,,,overflow,high,
33073,"Microsoft IIS ServerVariables_JScript. asp Information Disclosure","Microsoft IIS 5.0 is prone to an information disclosure vulnerability while parsing certain crafted HTTP requests. The vulnerability is because a sample application ServerVariables_Jscript, shipped with IIS discloses the physical path of webroot. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could retrieve the webroot information which could aid in further attacks on the webserver.",,,,info-leak,medium,http://shalb.com/kb/entry/10573/;
33070,"UltraVNC VNCLog ReallyPrint Buffer Overflow","There exists a denial of service vulnerability in the UltraVNC server. The vulnerability is due to the lack of boundary checks on a long HTTP GET request to TCP port 5900, which triggers an overflow in VNCLog::ReallyPrint. A successful attack can result in the termination of the UltraVNC service.",CVE-2006-1652;,17378;,,dos,medium,http://secunia.com/advisories/19513/;
